tournament,startTime,match_id,esports_game_id,game_num,team_a_code,team_a_name,team_b_code,team_b_name,state,has_vods
lec_summer_2025,2025-08-09T17:00:00Z,113487543463874860,113487543463874863,3,MKOI,Movistar KOI,GX,GIANTX,,1
lec_summer_2025,2025-08-10T15:00:00Z,113487543463874916,113487543463874917,1,FNC,Fnatic,SHFT,Shifters,,1
lec_summer_2025,2025-08-10T15:00:00Z,113487543463874916,113487543463874918,2,FNC,Fnatic,SHFT,Shifters,,1
lec_summer_2025,2025-08-10T15:00:00Z,113487543463874916,113487543463874919,3,FNC,Fnatic,SHFT,Shifters,,0
lec_summer_2025,2025-08-10T17:00:00Z,113487543463874856,113487543463874857,1,KC,Karmine Corp,MKOI,Movistar KOI,,1
lec_summer_2025,2025-08-10T17:00:00Z,113487543463874856,113487543463874858,2,KC,Karmine Corp,MKOI,Movistar KOI,,1
lec_summer_2025,2025-08-10T17:00:00Z,113487543463874856,113487543463874859,3,KC,Karmine Corp,MKOI,Movistar KOI,,1
lec_summer_2025,2025-08-16T15:00:00Z,113487543463874868,113487543463874869,1,MKOI,Movistar KOI,NAVI,Natus Vincere,,1
lec_summer_2025,2025-08-16T15:00:00Z,113487543463874868,113487543463874870,2,MKOI,Movistar KOI,NAVI,Natus Vincere,,1
lec_summer_2025,2025-08-16T15:00:00Z,113487543463874868,113487543463874871,3,MKOI,Movistar KOI,NAVI,Natus Vincere,,0
lec_summer_2025,2025-08-16T17:00:00Z,113487543463874928,113487543463874929,1,TH,Team Heretics,SK,SK Gaming,,1
lec_summer_2025,2025-08-16T17:00:00Z,113487543463874928,113487543463874930,2,TH,Team Heretics,SK,SK Gaming,,1
lec_summer_2025,2025-08-16T17:00:00Z,113487543463874928,113487543463874931,3,TH,Team Heretics,SK,SK Gaming,,1
lec_summer_2025,2025-08-17T15:00:00Z,113487543463874892,113487543463874893,1,VIT,Team Vitality,NAVI,Natus Vincere,,1
lec_summer_2025,2025-08-17T15:00:00Z,113487543463874892,113487543463874894,2,VIT,Team Vitality,NAVI,Natus Vincere,,1
lec_summer_2025,2025-08-17T15:00:00Z,113487543463874892,113487543463874895,3,VIT,Team Vitality,NAVI,Natus Vincere,,0
lec_summer_2025,2025-08-17T17:00:00Z,113487543463874896,113487543463874897,1,FNC,Fnatic,G2,G2 Esports,,1
lec_summer_2025,2025-08-17T17:00:00Z,113487543463874896,113487543463874898,2,FNC,Fnatic,G2,G2 Esports,,1
lec_summer_2025,2025-08-17T17:00:00Z,113487543463874896,113487543463874899,3,FNC,Fnatic,G2,G2 Esports,,0
lec_summer_2025,2025-08-18T15:00:00Z,113487543463874876,113487543463874877,1,KC,Karmine Corp,VIT,Team Vitality,,1
lec_summer_2025,2025-08-18T15:00:00Z,113487543463874876,113487543463874878,2,KC,Karmine Corp,VIT,Team Vitality,,1
lec_summer_2025,2025-08-18T15:00:00Z,113487543463874876,113487543463874879,3,KC,Karmine Corp,VIT,Team Vitality,,1
lec_summer_2025,2025-08-18T17:00:00Z,113487543463874904,113487543463874905,1,G2,G2 Esports,SHFT,Shifters,,1
lec_summer_2025,2025-08-18T17:00:00Z,113487543463874904,113487543463874906,2,G2,G2 Esports,SHFT,Shifters,,1
lec_summer_2025,2025-08-18T17:00:00Z,113487543463874904,113487543463874907,3,G2,G2 Esports,SHFT,Shifters,,0
lec_summer_2025,2025-08-25T15:00:00Z,113487543463874908,113487543463874909,1,SK,SK Gaming,G2,G2 Esports,,1
lec_summer_2025,2025-08-25T15:00:00Z,113487543463874908,113487543463874910,2,SK,SK Gaming,G2,G2 Esports,,1
lec_summer_2025,2025-08-25T15:00:00Z,113487543463874908,113487543463874911,3,SK,SK Gaming,G2,G2 Esports,,0
lec_summer_2025,2025-08-25T17:00:00Z,113487543463874924,113487543463874925,1,SHFT,Shifters,TH,Team Heretics,,1
lec_summer_2025,2025-08-25T17:00:00Z,113487543463874924,113487543463874926,2,SHFT,Shifters,TH,Team Heretics,,1
lec_summer_2025,2025-08-25T17:00:00Z,113487543463874924,113487543463874927,3,SHFT,Shifters,TH,Team Heretics,,1
lec_summer_2025,2025-08-26T15:00:00Z,113487543463874864,113487543463874865,1,VIT,Team Vitality,MKOI,Movistar KOI,,1
lec_summer_2025,2025-08-26T15:00:00Z,113487543463874864,113487543463874866,2,VIT,Team Vitality,MKOI,Movistar KOI,,1
lec_summer_2025,2025-08-26T15:00:00Z,113487543463874864,113487543463874867,3,VIT,Team Vitality,MKOI,Movistar KOI,,0
lec_summer_2025,2025-08-26T17:00:00Z,113487543463874888,113487543463874889,1,NAVI,Natus Vincere,GX,GIANTX,,1
lec_summer_2025,2025-08-26T17:00:00Z,113487543463874888,113487543463874890,2,NAVI,Natus Vincere,GX,GIANTX,,1
