gameid,date,game_num,blue,red,url
LOLTMNT03_253707,2025-06-01 06:05:16,1,Hanwha Life Esports,BNK FEARX,
LOLTMNT03_253709,2025-06-01 06:54:26,2,BNK FEARX,Hanwha Life Esports,
LOLTMNT03_252905,2025-06-01 08:07:40,1,Dplus Kia,Nongshim RedForce,
LOLTMNT03_253750,2025-06-01 09:00:11,2,Nongshim RedForce,Dplus Kia,
LOLTMNT03_252965,2025-06-01 09:49:07,3,Dplus Kia,Nongshim RedForce,
LOLTMNT03_255081,2025-06-04 08:08:19,1,Dplus Kia,KT Rolster,
LOLTMNT03_255086,2025-06-04 09:11:25,2,KT Rolster,Dplus Kia,
LOLTMNT03_254398,2025-06-04 10:08:43,3,Dplus Kia,KT Rolster,
LOLTMNT01_250089,2025-06-07 06:06:28,1,KT Rolster,Dplus Kia,
LOLTMNT01_249121,2025-06-07 07:16:41,2,Dplus Kia,KT Rolster,
LOLTMNT01_249126,2025-06-07 08:07:34,3,Dplus Kia,KT Rolster,
LOLTMNT01_249476,2025-06-08 06:07:06,1,Nongshim RedForce,KT Rolster,
LOLTMNT01_250305,2025-06-08 06:57:09,2,Nongshim RedForce,KT Rolster,
LOLTMNT01_250311,2025-06-08 07:46:53,3,Nongshim RedForce,KT Rolster,
LOLTMNT01_251602,2025-06-13 08:18:23,1,Gen.G,Hanwha Life Esports,
LOLTMNT01_252424,2025-06-13 09:32:05,2,Gen.G,Hanwha Life Esports,
LOLTMNT01_252430,2025-06-13 10:26:58,3,Gen.G,Hanwha Life Esports,
LOLTMNT01_252434,2025-06-13 11:19:23,4,Hanwha Life Esports,Gen.G,
LOLTMNT01_252445,2025-06-13 12:18:27,5,Hanwha Life Esports,Gen.G,
LOLTMNT01_252598,2025-06-14 06:20:04,1,T1,KT Rolster,
LOLTMNT01_252614,2025-06-14 07:41:08,2,T1,KT Rolster,
LOLTMNT01_252626,2025-06-14 08:38:50,3,KT Rolster,T1,
LOLTMNT01_251863,2025-06-14 09:34:19,4,KT Rolster,T1,
LOLTMNT01_252766,2025-06-15 06:17:37,1,Hanwha Life Esports,T1,
LOLTMNT01_253007,2025-06-15 07:20:05,2,Hanwha Life Esports,T1,
LOLTMNT01_252771,2025-06-15 08:16:26,3,T1,Hanwha Life Esports,
LOLTMNT01_265680,2025-07-23 08:07:58,1,Dplus Kia,HANJIN BRION,
LOLTMNT01_265707,2025-07-23 09:05:20,2,HANJIN BRION,Dplus Kia,
LOLTMNT01_264713,2025-07-23 10:05:33,3,Dplus Kia,HANJIN BRION,
LOLTMNT01_264750,2025-07-23 11:17:36,1,Gen.G,Hanwha Life Esports,
LOLTMNT01_264776,2025-07-23 12:09:23,2,Hanwha Life Esports,Gen.G,
LOLTMNT01_266226,2025-07-24 08:05:02,1,DN SOOPers,BNK FEARX,
LOLTMNT01_266234,2025-07-24 08:56:45,2,DN SOOPers,BNK FEARX,
LOLTMNT01_266276,2025-07-24 10:11:20,1,KT Rolster,Nongshim RedForce,
LOLTMNT01_266288,2025-07-24 11:15:19,2,Nongshim RedForce,KT Rolster,
LOLTMNT01_266736,2025-07-25 08:11:59,1,T1,Gen.G,
LOLTMNT01_266753,2025-07-25 09:06:04,2,T1,Gen.G,
LOLTMNT01_266767,2025-07-25 10:00:20,3,Gen.G,T1,
LOLTMNT01_266798,2025-07-25 11:15:42,1,HANJIN BRION,DRX,
LOLTMNT01_266815,2025-07-25 12:09:55,2,HANJIN BRION,DRX,
LOLTMNT01_266848,2025-07-25 13:10:25,3,DRX,HANJIN BRION,
LOLTMNT01_268648,2025-07-26 06:07:12,1,Dplus Kia,BNK FEARX,
LOLTMNT01_268653,2025-07-26 07:03:38,2,BNK FEARX,Dplus Kia,
LOLTMNT01_269192,2025-07-26 08:31:59,1,Hanwha Life Esports,KT Rolster,
LOLTMNT01_269211,2025-07-26 09:30:22,2,KT Rolster,Hanwha Life Esports,
LOLTMNT01_268996,2025-07-27 06:05:40,1,DN SOOPers,DRX,
LOLTMNT01_270006,2025-07-27 07:06:53,2,DN SOOPers,DRX,
LOLTMNT01_269548,2025-07-27 08:04:07,3,DRX,DN SOOPers,
LOLTMNT01_270043,2025-07-27 09:29:10,1,T1,Nongshim RedForce,
LOLTMNT01_270056,2025-07-27 10:26:37,2,Nongshim RedForce,T1,
LOLTMNT01_271620,2025-07-30 08:07:21,1,DRX,Dplus Kia,
LOLTMNT01_272131,2025-07-30 09:19:17,2,Dplus Kia,DRX,
LOLTMNT01_272144,2025-07-30 10:17:32,3,DRX,Dplus Kia,
LOLTMNT01_271687,2025-07-30 11:48:43,1,KT Rolster,T1,
LOLTMNT01_271704,2025-07-30 12:38:20,2,KT Rolster,T1,
LOLTMNT01_272461,2025-07-31 08:06:28,1,BNK FEARX,HANJIN BRION,
LOLTMNT01_272463,2025-07-31 09:09:20,2,HANJIN BRION,BNK FEARX,
LOLTMNT01_273014,2025-07-31 10:31:25,1,Nongshim RedForce,Hanwha Life Esports,
LOLTMNT01_273023,2025-07-31 11:20:55,2,Nongshim RedForce,Hanwha Life Esports,
LOLTMNT01_272688,2025-08-01 08:04:50,1,Gen.G,KT Rolster,
LOLTMNT01_272695,2025-08-01 09:03:41,2,KT Rolster,Gen.G,
LOLTMNT01_273235,2025-08-01 10:25:35,1,Dplus Kia,DN SOOPers,
LOLTMNT01_272717,2025-08-01 11:17:00,2,DN SOOPers,Dplus Kia,
LOLTMNT01_273344,2025-08-02 06:07:06,1,T1,Hanwha Life Esports,
LOLTMNT01_272834,2025-08-02 06:59:14,2,Hanwha Life Esports,T1,
LOLTMNT01_273361,2025-08-02 08:31:55,1,BNK FEARX,DRX,
LOLTMNT01_273365,2025-08-02 09:27:00,2,DRX,BNK FEARX,
LOLTMNT01_273370,2025-08-02 10:24:29,3,BNK FEARX,DRX,
LOLTMNT01_273420,2025-08-03 06:07:00,1,DN SOOPers,HANJIN BRION,
LOLTMNT01_272915,2025-08-03 07:03:34,2,DN SOOPers,HANJIN BRION,
LOLTMNT01_273430,2025-08-03 08:33:38,1,Nongshim RedForce,Gen.G,
LOLTMNT01_272927,2025-08-03 09:25:54,2,Nongshim RedForce,Gen.G,
LOLTMNT02_294403,2025-08-06 08:06:02,1,Hanwha Life Esports,Nongshim RedForce,
LOLTMNT02_295361,2025-08-06 08:57:50,2,Nongshim RedForce,Hanwha Life Esports,
LOLTMNT02_295398,2025-08-06 10:22:21,1,HANJIN BRION,BNK FEARX,
LOLTMNT02_294485,2025-08-06 11:18:00,2,HANJIN BRION,BNK FEARX,
LOLTMNT02_294883,2025-08-07 08:06:22,1,DRX,DN SOOPers,
LOLTMNT02_294895,2025-08-07 09:05:39,2,DRX,DN SOOPers,
LOLTMNT02_294910,2025-08-07 10:04:12,3,DN SOOPers,DRX,
LOLTMNT02_295940,2025-08-07 11:20:03,1,Gen.G,T1,
LOLTMNT02_295962,2025-08-07 12:13:48,2,Gen.G,T1,
LOLTMNT02_295986,2025-08-07 13:06:46,3,T1,Gen.G,
LOLTMNT02_296408,2025-08-08 08:08:25,1,BNK FEARX,Dplus Kia,
LOLTMNT02_296421,2025-08-08 09:07:31,2,Dplus Kia,BNK FEARX,
LOLTMNT02_296450,2025-08-08 10:27:25,1,KT Rolster,Hanwha Life Esports,
LOLTMNT02_296483,2025-08-08 11:28:56,2,KT Rolster,Hanwha Life Esports,
LOLTMNT02_296815,2025-08-09 06:11:11,1,DRX,HANJIN BRION,
LOLTMNT02_296825,2025-08-09 07:06:28,2,HANJIN BRION,DRX,
LOLTMNT02_296837,2025-08-09 07:56:20,3,DRX,HANJIN BRION,
LOLTMNT02_297840,2025-08-09 09:16:24,1,Nongshim RedForce,T1,
LOLTMNT02_297863,2025-08-09 10:06:29,2,Nongshim RedForce,T1,
LOLTMNT02_298258,2025-08-10 06:06:45,1,KT Rolster,Gen.G,
LOLTMNT02_299237,2025-08-10 07:02:39,2,KT Rolster,Gen.G,
LOLTMNT02_299274,2025-08-10 08:19:07,1,DN SOOPers,Dplus Kia,
LOLTMNT02_298318,2025-08-10 09:24:53,2,DN SOOPers,Dplus Kia,
LOLTMNT02_301617,2025-08-13 08:10:10,1,T1,KT Rolster,
LOLTMNT02_301624,2025-08-13 08:55:40,2,KT Rolster,T1,
LOLTMNT02_301649,2025-08-13 10:08:55,1,BNK FEARX,DN SOOPers,
LOLTMNT02_301669,2025-08-13 11:06:30,2,DN SOOPers,BNK FEARX,
LOLTMNT02_301689,2025-08-13 11:56:13,3,BNK FEARX,DN SOOPers,
LOLTMNT02_301984,2025-08-14 08:07:37,1,Gen.G,Nongshim RedForce,
LOLTMNT02_301999,2025-08-14 08:58:22,2,Nongshim RedForce,Gen.G,
LOLTMNT02_300855,2025-08-14 10:09:25,1,Dplus Kia,DRX,
LOLTMNT02_300868,2025-08-14 11:14:41,2,DRX,Dplus Kia,
LOLTMNT02_302238,2025-08-15 08:06:45,1,HANJIN BRION,DN SOOPers,
LOLTMNT02_302252,2025-08-15 09:05:41,2,DN SOOPers,HANJIN BRION,
LOLTMNT02_302264,2025-08-15 09:59:50,3,HANJIN BRION,DN SOOPers,
LOLTMNT02_303069,2025-08-15 11:15:30,1,Hanwha Life Esports,T1,
LOLTMNT02_302301,2025-08-15 12:15:57,2,Hanwha Life Esports,T1,
LOLTMNT02_303137,2025-08-16 06:05:19,1,Nongshim RedForce,KT Rolster,
LOLTMNT02_303138,2025-08-16 07:00:28,2,Nongshim RedForce,KT Rolster,
LOLTMNT02_303139,2025-08-16 07:51:07,3,KT Rolster,Nongshim RedForce,
LOLTMNT02_303157,2025-08-16 09:05:30,1,DRX,BNK FEARX,
LOLTMNT02_303158,2025-08-16 09:58:29,2,BNK FEARX,DRX,
LOLTMNT02_302398,2025-08-16 10:51:13,3,DRX,BNK FEARX,
LOLTMNT02_302438,2025-08-17 06:07:44,1,Hanwha Life Esports,Gen.G,
LOLTMNT02_303218,2025-08-17 07:00:19,2,Hanwha Life Esports,Gen.G,
LOLTMNT02_303220,2025-08-17 07:55:07,3,Gen.G,Hanwha Life Esports,
LOLTMNT02_302449,2025-08-17 09:10:43,1,HANJIN BRION,Dplus Kia,
LOLTMNT02_302450,2025-08-17 10:09:06,2,Dplus Kia,HANJIN BRION,
LOLTMNT03_284103,2025-08-20 08:06:31,1,DRX,DN SOOPers,
LOLTMNT03_284115,2025-08-20 09:07:29,2,DN SOOPers,DRX,
LOLTMNT03_284142,2025-08-20 10:33:21,1,Gen.G,Nongshim RedForce,
LOLTMNT03_284170,2025-08-20 11:30:28,2,Nongshim RedForce,Gen.G,
LOLTMNT03_284605,2025-08-21 08:05:15,1,KT Rolster,Hanwha Life Esports,
LOLTMNT03_285537,2025-08-21 09:06:15,2,Hanwha Life Esports,KT Rolster,
LOLTMNT03_285549,2025-08-21 10:07:01,3,KT Rolster,Hanwha Life Esports,
LOLTMNT03_284666,2025-08-21 11:27:46,1,HANJIN BRION,BNK FEARX,
LOLTMNT03_284695,2025-08-21 12:18:34,2,HANJIN BRION,BNK FEARX,
LOLTMNT03_284713,2025-08-21 13:09:59,3,BNK FEARX,HANJIN BRION,
LOLTMNT03_287069,2025-08-22 08:05:01,1,Nongshim RedForce,T1,
LOLTMNT03_287081,2025-08-22 08:55:45,2,Nongshim RedForce,T1,
LOLTMNT03_287101,2025-08-22 09:46:22,3,T1,Nongshim RedForce,
LOLTMNT03_286183,2025-08-22 10:59:29,1,Dplus Kia,DRX,
LOLTMNT03_286208,2025-08-22 12:02:07,2,Dplus Kia,DRX,
LOLTMNT03_286241,2025-08-22 12:57:07,3,DRX,Dplus Kia,
LOLTMNT03_286946,2025-08-23 06:06:52,1,Hanwha Life Esports,Gen.G,
LOLTMNT03_286952,2025-08-23 07:02:58,2,Hanwha Life Esports,Gen.G,
LOLTMNT03_287529,2025-08-23 07:59:15,3,Gen.G,Hanwha Life Esports,
LOLTMNT03_286994,2025-08-23 09:20:22,1,HANJIN BRION,DN SOOPers,
LOLTMNT03_287593,2025-08-23 10:14:59,2,HANJIN BRION,DN SOOPers,
LOLTMNT03_287634,2025-08-23 11:19:26,3,DN SOOPers,HANJIN BRION,
LOLTMNT03_288407,2025-08-24 06:06:54,1,BNK FEARX,Dplus Kia,
LOLTMNT03_288421,2025-08-24 07:06:53,2,BNK FEARX,Dplus Kia,
LOLTMNT03_288450,2025-08-24 08:27:55,1,KT Rolster,T1,
LOLTMNT03_288467,2025-08-24 09:30:59,2,T1,KT Rolster,
LOLTMNT03_292093,2025-08-27 08:04:11,1,T1,Hanwha Life Esports,
LOLTMNT03_292099,2025-08-27 08:54:16,2,Hanwha Life Esports,T1,
LOLTMNT03_291552,2025-08-27 10:04:17,3,T1,Hanwha Life Esports,
LOLTMNT03_291596,2025-08-27 11:21:15,1,DN SOOPers,BNK FEARX,
LOLTMNT03_291623,2025-08-27 12:19:22,2,DN SOOPers,BNK FEARX,
LOLTMNT03_293104,2025-08-28 08:08:10,1,Dplus Kia,HANJIN BRION,
LOLTMNT03_294111,2025-08-28 09:00:09,2,HANJIN BRION,Dplus Kia,
LOLTMNT03_293145,2025-08-28 10:12:22,1,Gen.G,KT Rolster,
LOLTMNT03_293167,2025-08-28 11:16:07,2,KT Rolster,Gen.G,
LOLTMNT03_293371,2025-08-29 08:07:17,1,BNK FEARX,DRX,
LOLTMNT03_293376,2025-08-29 09:02:15,2,BNK FEARX,DRX,
LOLTMNT03_294392,2025-08-29 09:52:59,3,DRX,BNK FEARX,
LOLTMNT03_293418,2025-08-29 11:12:12,1,Hanwha Life Esports,Nongshim RedForce,
LOLTMNT03_294428,2025-08-29 12:12:25,2,Nongshim RedForce,Hanwha Life Esports,
LOLTMNT03_293580,2025-08-30 06:12:29,1,T1,Gen.G,
LOLTMNT03_293583,2025-08-30 07:14:25,2,Gen.G,T1,
LOLTMNT03_294600,2025-08-30 08:01:23,3,T1,Gen.G,
LOLTMNT03_294648,2025-08-30 09:32:44,1,DN SOOPers,Dplus Kia,
LOLTMNT03_294664,2025-08-30 10:34:13,2,DN SOOPers,Dplus Kia,
LOLTMNT03_293648,2025-08-30 11:24:47,3,Dplus Kia,DN SOOPers,
LOLTMNT03_294914,2025-08-31 06:06:31,1,Nongshim RedForce,KT Rolster,
LOLTMNT03_294918,2025-08-31 07:01:01,2,Nongshim RedForce,KT Rolster,
LOLTMNT03_294949,2025-08-31 08:29:18,1,DRX,HANJIN BRION,
LOLTMNT03_294951,2025-08-31 09:20:15,2,HANJIN BRION,DRX,
LOLTMNT03_293923,2025-08-31 10:13:39,3,DRX,HANJIN BRION,
LOLTMNT01_281294,2025-09-03 08:08:06,1,HANJIN BRION,Nongshim RedForce,
LOLTMNT01_280651,2025-09-03 08:53:21,2,Nongshim RedForce,HANJIN BRION,
LOLTMNT01_280659,2025-09-03 09:47:33,3,HANJIN BRION,Nongshim RedForce,
LOLTMNT01_281315,2025-09-03 10:36:00,4,Nongshim RedForce,HANJIN BRION,
LOLTMNT01_280682,2025-09-03 11:26:43,5,Nongshim RedForce,HANJIN BRION,
LOLTMNT01_281588,2025-09-04 08:08:41,1,Dplus Kia,BNK FEARX,
LOLTMNT01_280941,2025-09-04 09:01:36,2,BNK FEARX,Dplus Kia,
LOLTMNT01_281603,2025-09-04 09:51:19,3,Dplus Kia,BNK FEARX,
LOLTMNT01_280961,2025-09-04 10:42:24,4,Dplus Kia,BNK FEARX,
LOLTMNT01_281636,2025-09-04 11:44:52,5,BNK FEARX,Dplus Kia,
LOLTMNT01_281893,2025-09-05 08:07:35,1,Nongshim RedForce,BNK FEARX,
LOLTMNT01_281906,2025-09-05 08:58:24,2,Nongshim RedForce,BNK FEARX,
LOLTMNT01_282298,2025-09-05 09:49:14,3,Nongshim RedForce,BNK FEARX,
LOLTMNT01_281961,2025-09-05 10:44:14,4,BNK FEARX,Nongshim RedForce,
LOLTMNT01_282847,2025-09-06 06:09:11,1,Dplus Kia,HANJIN BRION,
LOLTMNT01_282855,2025-09-06 07:05:22,2,HANJIN BRION,Dplus Kia,
LOLTMNT01_283478,2025-09-06 07:56:05,3,Dplus Kia,HANJIN BRION,
LOLTMNT01_282880,2025-09-06 08:47:59,4,Dplus Kia,HANJIN BRION,
LOLTMNT01_285206,2025-09-07 06:09:43,1,Nongshim RedForce,Dplus Kia,
LOLTMNT01_284752,2025-09-07 07:08:30,2,Nongshim RedForce,Dplus Kia,
LOLTMNT01_285222,2025-09-07 08:06:08,3,Nongshim RedForce,Dplus Kia,
LOLTMNT01_286625,2025-09-10 08:11:38,1,T1,Dplus Kia,
LOLTMNT01_286643,2025-09-10 09:09:10,2,T1,Dplus Kia,
LOLTMNT01_286647,2025-09-10 10:07:08,3,Dplus Kia,T1,
LOLTMNT01_287140,2025-09-10 10:59:41,4,T1,Dplus Kia,
LOLTMNT01_286664,2025-09-10 11:55:29,5,T1,Dplus Kia,
LOLTMNT01_287346,2025-09-11 08:09:47,1,KT Rolster,BNK FEARX,
LOLTMNT01_286890,2025-09-11 09:03:20,2,KT Rolster,BNK FEARX,
LOLTMNT01_286895,2025-09-11 09:52:31,3,BNK FEARX,KT Rolster,
LOLTMNT01_287373,2025-09-11 10:47:37,4,BNK FEARX,KT Rolster,
LOLTMNT01_287805,2025-09-13 06:11:13,1,Gen.G,KT Rolster,
LOLTMNT01_288374,2025-09-13 07:02:38,2,Gen.G,KT Rolster,
LOLTMNT01_288399,2025-09-13 08:03:50,3,KT Rolster,Gen.G,
LOLTMNT01_288435,2025-09-13 08:59:49,4,KT Rolster,Gen.G,
LOLTMNT01_288450,2025-09-13 10:01:01,5,Gen.G,KT Rolster,
LOLTMNT01_288565,2025-09-14 06:11:34,1,Hanwha Life Esports,T1,
LOLTMNT01_288570,2025-09-14 07:10:28,2,T1,Hanwha Life Esports,
LOLTMNT01_289038,2025-09-14 08:14:27,3,T1,Hanwha Life Esports,
LOLTMNT01_290095,2025-09-17 08:12:41,1,BNK FEARX,Dplus Kia,
LOLTMNT01_289566,2025-09-17 09:17:49,2,BNK FEARX,Dplus Kia,
LOLTMNT01_290114,2025-09-17 10:12:07,3,BNK FEARX,Dplus Kia,
LOLTMNT01_290125,2025-09-17 11:05:12,4,BNK FEARX,Dplus Kia,
LOLTMNT01_289676,2025-09-18 08:13:43,1,T1,Dplus Kia,
LOLTMNT01_289688,2025-09-18 09:06:37,2,T1,Dplus Kia,
LOLTMNT01_289699,2025-09-18 10:04:45,3,Dplus Kia,T1,
LOLTMNT01_289712,2025-09-18 10:56:35,4,T1,Dplus Kia,
LOLTMNT01_290456,2025-09-20 06:07:09,1,Hanwha Life Esports,KT Rolster,
LOLTMNT01_289914,2025-09-20 06:59:22,2,KT Rolster,Hanwha Life Esports,
LOLTMNT01_289916,2025-09-20 07:54:22,3,KT Rolster,Hanwha Life Esports,
LOLTMNT01_290576,2025-09-21 06:08:55,1,Gen.G,T1,
LOLTMNT01_290579,2025-09-21 07:07:05,2,T1,Gen.G,
LOLTMNT01_291045,2025-09-21 07:59:49,3,Gen.G,T1,
LOLTMNT01_291064,2025-09-21 08:57:05,4,T1,Gen.G,
LOLTMNT01_291071,2025-09-21 09:50:24,5,T1,Gen.G,
LOLTMNT01_290897,2025-09-27 05:23:49,1,KT Rolster,Gen.G,
LOLTMNT01_290898,2025-09-27 06:19:47,2,KT Rolster,Gen.G,
LOLTMNT01_291427,2025-09-27 07:11:22,3,KT Rolster,Gen.G,
LOLTMNT01_290949,2025-09-28 05:30:31,1,Hanwha Life Esports,Gen.G,
LOLTMNT01_290950,2025-09-28 06:24:02,2,Hanwha Life Esports,Gen.G,
LOLTMNT01_290952,2025-09-28 07:27:40,3,Hanwha Life Esports,Gen.G,
LOLTMNT01_290953,2025-09-28 08:21:35,4,Gen.G,Hanwha Life Esports,
