oracle_gameid,esports_game_id,tournament,date,start_time,blue,red,game_num
LOLTMNT05_131992,114223895242957684,lfl_spring_2025,2025-05-15 16:05:38,2025-05-15T16:00:00Z,BK ROG Esports,GameWard,1
LOLTMNT05_130971,114223895242957685,lfl_spring_2025,2025-05-15 16:56:42,2025-05-15T16:00:00Z,GameWard,BK ROG Esports,2
LOLTMNT05_132011,114223895242957686,lfl_spring_2025,2025-05-15 17:59:45,2025-05-15T16:00:00Z,BK ROG Esports,GameWard,3
LOLTMNT05_130987,114223895242957680,lfl_spring_2025,2025-05-15 19:05:27,2025-05-15T19:00:00Z,Vitality.Bee,Solary,1
LOLTMNT05_132022,114223895242957681,lfl_spring_2025,2025-05-15 20:05:41,2025-05-15T19:00:00Z,Solary,Vitality.Bee,2
LOLTMNT06_121385,114223895242957694,lfl_spring_2025,2025-05-20 16:07:42,2025-05-20T16:00:00Z,Vitality.Bee,Galions,1
LOLTMNT06_121391,114223895242957695,lfl_spring_2025,2025-05-20 16:57:10,2025-05-20T16:00:00Z,Galions,Vitality.Bee,2
LOLTMNT06_121392,114223895242957696,lfl_spring_2025,2025-05-20 17:45:13,2025-05-20T16:00:00Z,Vitality.Bee,Galions,3
LOLTMNT06_120431,114223895242957697,lfl_spring_2025,2025-05-20 18:35:12,2025-05-20T16:00:00Z,Vitality.Bee,Galions,4
LOLTMNT06_120443,114223895242957698,lfl_spring_2025,2025-05-20 19:50:38,2025-05-20T16:00:00Z,Vitality.Bee,Galions,5
LOLTMNT06_121513,114223895242957688,lfl_spring_2025,2025-05-22 16:06:17,2025-05-22T16:00:00Z,Gentle Mates,Karmine Corp Blue,1
LOLTMNT06_121531,114223895242957689,lfl_spring_2025,2025-05-22 16:55:35,2025-05-22T16:00:00Z,Gentle Mates,Karmine Corp Blue,2
LOLTMNT06_120569,114223895242957690,lfl_spring_2025,2025-05-22 17:51:34,2025-05-22T16:00:00Z,Gentle Mates,Karmine Corp Blue,3
LOLTMNT06_120594,114223895242957706,lfl_spring_2025,2025-05-23 16:07:16,2025-05-23T16:00:00Z,Vitality.Bee,BK ROG Esports,1
LOLTMNT06_121568,114223895242957707,lfl_spring_2025,2025-05-23 17:03:23,2025-05-23T16:00:00Z,BK ROG Esports,Vitality.Bee,2
LOLTMNT06_121571,114223895242957708,lfl_spring_2025,2025-05-23 18:00:55,2025-05-23T16:00:00Z,BK ROG Esports,Vitality.Bee,3
LOLTMNT06_123019,114223895242957712,lfl_spring_2025,2025-05-28 16:08:27,2025-05-28T16:00:00Z,BK ROG Esports,Gentle Mates,1
LOLTMNT06_122022,114223895242957713,lfl_spring_2025,2025-05-28 17:18:22,2025-05-28T16:00:00Z,Gentle Mates,BK ROG Esports,2
LOLTMNT06_123030,114223895242957714,lfl_spring_2025,2025-05-28 18:10:41,2025-05-28T16:00:00Z,BK ROG Esports,Gentle Mates,3
LOLTMNT06_123032,114223895242957715,lfl_spring_2025,2025-05-28 19:05:49,2025-05-28T16:00:00Z,Gentle Mates,BK ROG Esports,4
LOLTMNT06_123059,114223895242957718,lfl_spring_2025,2025-05-29 16:08:41,2025-05-29T16:00:00Z,BK ROG Esports,Karmine Corp Blue,1
LOLTMNT06_123066,114223895242957719,lfl_spring_2025,2025-05-29 16:55:09,2025-05-29T16:00:00Z,BK ROG Esports,Karmine Corp Blue,2
LOLTMNT06_123071,114223895242957720,lfl_spring_2025,2025-05-29 17:50:12,2025-05-29T16:00:00Z,Karmine Corp Blue,BK ROG Esports,3
LOLTMNT06_122091,114223895242957721,lfl_spring_2025,2025-05-29 18:43:23,2025-05-29T16:00:00Z,BK ROG Esports,Karmine Corp Blue,4
LOLTMNT06_123084,114223895242957722,lfl_spring_2025,2025-05-29 19:46:33,2025-05-29T16:00:00Z,BK ROG Esports,Karmine Corp Blue,5
LOLTMNT04_126159,114755484277800121,lfl_summer_2025,2025-07-23 16:08:33,2025-07-23T16:00:00Z,Team BDS Academy,BK ROG Esports,1
LOLTMNT04_126178,114755484277800122,lfl_summer_2025,2025-07-23 17:02:57,2025-07-23T16:00:00Z,BK ROG Esports,Team BDS Academy,2
LOLTMNT04_126185,114755484277800123,lfl_summer_2025,2025-07-23 17:59:40,2025-07-23T16:00:00Z,Team BDS Academy,BK ROG Esports,3
LOLTMNT04_125151,114755484277865749,lfl_summer_2025,2025-07-23 18:57:57,2025-07-23T19:00:00Z,Karmine Corp Blue,Joblife,1
LOLTMNT04_125158,114755484277865750,lfl_summer_2025,2025-07-23 19:48:11,2025-07-23T19:00:00Z,Joblife,Karmine Corp Blue,2
LOLTMNT04_125161,114755484277865751,lfl_summer_2025,2025-07-23 20:52:01,2025-07-23T19:00:00Z,Karmine Corp Blue,Joblife,3
